project language,project,owner,code language,#,percentil 25,percentil 50,percentil 75,percentil 90,percentil 95,percentil 97,percentil 98,percentil 99
C,tmux.csv,tmux,C,184,61.0,119.0,343.0,894.0,1264.0,1780.0,2462.0,3512.0
C,tmux.csv,tmux,Perl,1,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0
C,Ventoy.csv,ventoy,C,341,100.0,271.0,562.0,1016.0,1668.0,2260.0,3418.0,5631.0
C,Ventoy.csv,ventoy,C++,10,108.0,211.0,475.0,811.0,1135.0,1264.0,1329.0,1394.0
C,Ventoy.csv,ventoy,JavaScript,27,8.0,22.0,176.0,333.0,1009.0,1323.0,1412.0,1500.0
C,Ventoy.csv,ventoy,Perl,1,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0
C,Ventoy.csv,ventoy,Python,1,624.0,624.0,624.0,624.0,624.0,624.0,624.0,624.0
C,redis.csv,antirez,C,424,68.0,175.0,407.0,957.0,1787.0,2556.0,3081.0,3721.0
C,redis.csv,antirez,C++,8,18.0,25.0,57.0,117.0,156.0,172.0,180.0,188.0
C,redis.csv,antirez,JavaScript,1,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0
C,redis.csv,antirez,Lua,20,7.0,12.0,27.0,35.0,56.0,65.0,70.0,75.0
C,redis.csv,antirez,Python,7,48.0,84.0,207.0,333.0,400.0,427.0,440.0,454.0
C,redis.csv,antirez,Ruby,9,25.0,39.0,113.0,154.0,166.0,171.0,174.0,176.0
C,yabai.csv,koekeishiya,C,17,144.0,293.0,858.0,1517.0,2167.0,2407.0,2527.0,2647.0
C,yabai.csv,koekeishiya,Objective-C,6,119.0,226.0,455.0,723.0,822.0,861.0,881.0,901.0
C,yabai.csv,koekeishiya,Python,1,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
C,Tasmota.csv,arendst,C,1167,50.0,149.0,393.0,977.0,1729.0,2352.0,3209.0,6067.0
C,Tasmota.csv,arendst,C++,730,66.0,136.0,338.0,703.0,1152.0,1550.0,1788.0,2863.0
C,Tasmota.csv,arendst,Elixir,2,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
C,Tasmota.csv,arendst,PHP,2,33.0,34.0,35.0,36.0,36.0,36.0,36.0,36.0
C,Tasmota.csv,arendst,Perl,1,341.0,341.0,341.0,341.0,341.0,341.0,341.0,341.0
C,Tasmota.csv,arendst,Python,78,27.0,57.0,136.0,313.0,380.0,595.0,660.0,831.0
C,netdata.csv,firehol,C,566,72.0,195.0,479.0,965.0,1308.0,1634.0,1928.0,2318.0
C,netdata.csv,firehol,C++,22,38.0,99.0,181.0,367.0,454.0,812.0,1013.0,1214.0
C,netdata.csv,firehol,Go,1060,51.0,91.0,167.0,313.0,469.0,668.0,799.0,1076.0
C,netdata.csv,firehol,JavaScript,74,1.0,37.0,140.0,446.0,3464.0,6486.0,7376.0,11658.0
C,netdata.csv,firehol,Python,93,51.0,89.0,186.0,406.0,588.0,767.0,893.0,986.0
C,FFmpeg.csv,FFmpeg,C,3198,77.0,178.0,396.0,852.0,1332.0,1881.0,2201.0,2897.0
C,FFmpeg.csv,FFmpeg,C++,4,568.0,675.0,849.0,1016.0,1071.0,1093.0,1104.0,1115.0
C,FFmpeg.csv,FFmpeg,Objective-C,5,225.0,354.0,494.0,814.0,921.0,964.0,985.0,1006.0
C,FFmpeg.csv,FFmpeg,Perl,8,67.0,112.0,216.0,343.0,343.0,343.0,343.0,343.0
C,FFmpeg.csv,FFmpeg,Python,3,28.0,37.0,42.0,45.0,46.0,46.0,46.0,46.0
C,FFmpeg.csv,FFmpeg,Ruby,1,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0
C,mpv.csv,mpv-player,C,349,100.0,245.0,470.0,851.0,1059.0,1708.0,2028.0,3173.0
C,mpv.csv,mpv-player,C++,1,455.0,455.0,455.0,455.0,455.0,455.0,455.0,455.0
C,mpv.csv,mpv-player,JavaScript,1,608.0,608.0,608.0,608.0,608.0,608.0,608.0,608.0
C,mpv.csv,mpv-player,Lua,27,29.0,125.0,249.0,1163.0,1488.0,1653.0,1811.0,1969.0
C,mpv.csv,mpv-player,Objective-C,7,111.0,161.0,217.0,266.0,290.0,299.0,304.0,309.0
C,mpv.csv,mpv-player,Python,12,33.0,53.0,106.0,231.0,325.0,366.0,386.0,407.0
C,mpv.csv,mpv-player,Swift,23,80.0,129.0,227.0,323.0,455.0,501.0,523.0,544.0
C,WindTerm.csv,kingToolbox,C,240,91.0,212.0,534.0,882.0,1261.0,1731.0,2144.0,3413.0
C,WindTerm.csv,kingToolbox,C++,13,59.0,71.0,154.0,197.0,222.0,234.0,241.0,247.0
C,WindTerm.csv,kingToolbox,JavaScript,1,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
C,WindTerm.csv,kingToolbox,Python,5,35.0,89.0,296.0,728.0,872.0,929.0,958.0,987.0
C,WindTerm.csv,kingToolbox,Ruby,4,255.0,305.0,502.0,809.0,911.0,952.0,973.0,993.0
C,ijkplayer.csv,Bilibili,C,94,42.0,112.0,253.0,458.0,985.0,1752.0,1813.0,2317.0
C,ijkplayer.csv,Bilibili,C++,1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
C,ijkplayer.csv,Bilibili,Java,89,8.0,33.0,124.0,214.0,324.0,377.0,549.0,893.0
C,ijkplayer.csv,Bilibili,Objective-C,47,31.0,72.0,143.0,328.0,844.0,932.0,1014.0,1243.0
C,ijkplayer.csv,Bilibili,Python,5,17.0,61.0,73.0,86.0,90.0,92.0,93.0,94.0
C,curl.csv,curl,C,637,39.0,80.0,219.0,789.0,1158.0,1728.0,2055.0,2465.0
C,curl.csv,curl,C++,1,167.0,167.0,167.0,167.0,167.0,167.0,167.0,167.0
C,curl.csv,curl,Perl,82,63.0,100.0,230.0,514.0,1027.0,1814.0,2349.0,2380.0
C,curl.csv,curl,Python,40,81.0,108.0,245.0,486.0,619.0,743.0,781.0,799.0
C,nginx.csv,nginx,C,258,163.0,336.0,766.0,1297.0,2094.0,2889.0,3537.0,3942.0
C,nginx.csv,nginx,C++,1,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0
C,nginx.csv,nginx,Perl,4,23.0,26.0,43.0,71.0,79.0,83.0,85.0,87.0
C,masscan.csv,robertdavidgraham,C,115,77.0,172.0,360.0,843.0,1064.0,1377.0,1604.0,2303.0
C,masscan.csv,robertdavidgraham,JavaScript,1,256.0,256.0,256.0,256.0,256.0,256.0,256.0,256.0
C,git.csv,git,C,591,66.0,191.0,562.0,1272.0,1919.0,2332.0,2845.0,3227.0
C,git.csv,git,Go,4,62.0,106.0,149.0,155.0,157.0,157.0,158.0,158.0
C,git.csv,git,JavaScript,7,40.0,69.0,119.0,229.0,296.0,323.0,337.0,350.0
C,git.csv,git,Perl,91,27.0,85.0,243.0,704.0,1504.0,1966.0,2436.0,3878.0
C,git.csv,git,Python,3,121.0,187.0,1669.0,2558.0,2854.0,2973.0,3032.0,3091.0
C,git.csv,git,Ruby,1,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0
C,my-tv.csv,lizongying,Java,34,37.0,50.0,123.0,298.0,580.0,1071.0,8520.0,15968.0
C,my-tv.csv,lizongying,Kotlin,45,17.0,38.0,107.0,240.0,679.0,856.0,1054.0,1591.0
C,scrcpy.csv,Genymobile,C,84,61.0,121.0,246.0,342.0,788.0,875.0,916.0,1269.0
C,scrcpy.csv,Genymobile,Java,74,32.0,66.0,137.0,231.0,296.0,356.0,374.0,395.0
C,ExplorerPatcher.csv,valinet,C,24,83.0,187.0,932.0,1679.0,3721.0,6281.0,7921.0,9561.0
C,ExplorerPatcher.csv,valinet,C++,10,105.0,198.0,898.0,1425.0,2026.0,2266.0,2386.0,2506.0
C,lede.csv,coolsnowwolf,C,1345,148.0,356.0,922.0,1997.0,2839.0,3808.0,4779.0,7069.0
C,lede.csv,coolsnowwolf,C++,1,1582.0,1582.0,1582.0,1582.0,1582.0,1582.0,1582.0,1582.0
C,lede.csv,coolsnowwolf,JavaScript,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
C,lede.csv,coolsnowwolf,Lua,16,22.0,57.0,119.0,391.0,667.0,715.0,739.0,763.0
C,lede.csv,coolsnowwolf,Perl,28,59.0,113.0,228.0,627.0,800.0,1660.0,2865.0,4070.0
C,lede.csv,coolsnowwolf,Python,18,55.0,68.0,94.0,225.0,279.0,293.0,299.0,306.0
C,wrk.csv,wg,C,14,68.0,91.0,305.0,486.0,953.0,1296.0,1467.0,1638.0
C,wrk.csv,wg,Lua,10,7.0,9.0,15.0,33.0,47.0,52.0,55.0,58.0
C,linux.csv,torvalds,C,34748,108.0,258.0,596.0,1246.0,1854.0,2383.0,2920.0,3964.0
C,linux.csv,torvalds,C++,9,12.0,36.0,99.0,441.0,1010.0,1238.0,1352.0,1466.0
C,linux.csv,torvalds,Perl,72,45.0,163.0,536.0,959.0,2698.0,3333.0,3380.0,4178.0
C,linux.csv,torvalds,Python,273,37.0,89.0,189.0,435.0,771.0,1044.0,1366.0,2328.0
C,linux.csv,torvalds,Ruby,1,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0
C,linux.csv,torvalds,Rust,82,28.0,56.0,130.0,271.0,468.0,483.0,574.0,723.0
C,darknet.csv,pjreddie,C,69,114.0,204.0,320.0,584.0,1060.0,1173.0,1253.0,1330.0
C,darknet.csv,pjreddie,C++,1,118.0,118.0,118.0,118.0,118.0,118.0,118.0,118.0
C,darknet.csv,pjreddie,Python,6,23.0,37.0,47.0,83.0,100.0,106.0,110.0,113.0
C,obs-studio.csv,obsproject,C,638,28.0,81.0,222.0,602.0,976.0,1142.0,1557.0,2464.0
C,obs-studio.csv,obsproject,C++,217,65.0,196.0,401.0,912.0,1357.0,1820.0,2036.0,2556.0
C,obs-studio.csv,obsproject,Lua,4,77.0,99.0,113.0,122.0,125.0,127.0,127.0,128.0
C,obs-studio.csv,obsproject,Objective-C,16,205.0,309.0,540.0,626.0,769.0,902.0,968.0,1034.0
C,obs-studio.csv,obsproject,Python,6,60.0,76.0,92.0,180.0,222.0,239.0,247.0,255.0
C,obs-studio.csv,obsproject,Swift,5,41.0,69.0,86.0,182.0,214.0,226.0,233.0,239.0
Dart,bloc.csv,felangel,C++,20,30.0,39.0,74.0,74.0,81.0,133.0,159.0,185.0
Dart,bloc.csv,felangel,Dart,526,10.0,21.0,64.0,141.0,218.0,302.0,325.0,452.0
Dart,bloc.csv,felangel,Java,3,10.0,13.0,28.0,37.0,40.0,42.0,42.0,43.0
Dart,bloc.csv,felangel,JavaScript,3,31.0,33.0,152.0,223.0,247.0,256.0,261.0,266.0
Dart,bloc.csv,felangel,Kotlin,44,4.0,6.0,15.0,53.0,92.0,98.0,100.0,104.0
Dart,bloc.csv,felangel,Swift,8,7.0,8.0,12.0,12.0,12.0,12.0,12.0,12.0
Dart,bloc.csv,felangel,TypeScript,30,13.0,36.0,57.0,83.0,131.0,151.0,162.0,172.0
Dart,pixez-flutter.csv,Notsfsssf,C++,9,39.0,53.0,81.0,122.0,166.0,184.0,193.0,202.0
Dart,pixez-flutter.csv,Notsfsssf,Dart,338,44.0,87.0,180.0,306.0,486.0,547.0,640.0,864.0
Dart,pixez-flutter.csv,Notsfsssf,Kotlin,21,0.0,33.0,87.0,131.0,152.0,325.0,411.0,497.0
Dart,pixez-flutter.csv,Notsfsssf,Python,1,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
Dart,pixez-flutter.csv,Notsfsssf,Swift,14,38.0,62.0,115.0,142.0,167.0,182.0,189.0,196.0
Dart,pixez-flutter.csv,Notsfsssf,TypeScript,3,3.0,5.0,24.0,36.0,40.0,41.0,42.0,43.0
Dart,gopeed.csv,GopeedLab,C++,6,39.0,51.0,69.0,142.0,176.0,190.0,197.0,204.0
Dart,gopeed.csv,GopeedLab,Dart,117,12.0,36.0,92.0,132.0,296.0,622.0,799.0,992.0
Dart,gopeed.csv,GopeedLab,Go,68,23.0,51.0,205.0,434.0,531.0,585.0,659.0,808.0
Dart,gopeed.csv,GopeedLab,JavaScript,18,4.0,8.0,16.0,25.0,41.0,41.0,42.0,42.0
Dart,gopeed.csv,GopeedLab,Kotlin,1,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0
Dart,gopeed.csv,GopeedLab,Swift,3,19.0,20.0,32.0,39.0,41.0,42.0,43.0,43.0
Dart,Flutter-Notebook.csv,OpenFlutter,Dart,255,14.0,24.0,44.0,68.0,89.0,110.0,114.0,148.0
Dart,Flutter-Notebook.csv,OpenFlutter,Java,47,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
Dart,Flutter-Notebook.csv,OpenFlutter,Kotlin,2,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Dart,Flutter-Notebook.csv,OpenFlutter,Objective-C,2,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
Dart,Flutter-Notebook.csv,OpenFlutter,Swift,2,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
Dart,hiddify-next.csv,hiddify,C++,8,33.0,48.0,66.0,142.0,192.0,212.0,222.0,232.0
Dart,hiddify-next.csv,hiddify,Dart,225,20.0,40.0,92.0,175.0,283.0,327.0,410.0,455.0
Dart,hiddify-next.csv,hiddify,Kotlin,34,16.0,51.0,125.0,162.0,183.0,209.0,246.0,283.0
Dart,hiddify-next.csv,hiddify,Python,1,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0
Dart,hiddify-next.csv,hiddify,Swift,30,18.0,32.0,46.0,151.0,187.0,190.0,193.0,196.0
Dart,flutter-go.csv,alibaba,Dart,437,28.0,37.0,70.0,123.0,171.0,212.0,249.0,293.0
Dart,flutter-go.csv,alibaba,JavaScript,1,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0
Dart,flutter-go.csv,alibaba,Kotlin,1,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Dart,flutter-go.csv,alibaba,Objective-C,2,10.0,11.0,13.0,14.0,14.0,14.0,14.0,14.0
Dart,flutter-go.csv,alibaba,Swift,1,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
Dart,FlutterDouBan.csv,kaina404,Dart,74,48.0,104.0,236.0,360.0,571.0,605.0,614.0,644.0
Dart,FlutterDouBan.csv,kaina404,Java,1,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
Dart,FlutterDouBan.csv,kaina404,Objective-C,2,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
Dart,getwidget.csv,ionicfirebaseapp,C++,8,7.0,38.0,59.0,107.0,145.0,161.0,168.0,176.0
Dart,getwidget.csv,ionicfirebaseapp,Dart,134,25.0,115.0,201.0,294.0,415.0,458.0,487.0,553.0
Dart,getwidget.csv,ionicfirebaseapp,Kotlin,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
Dart,getwidget.csv,ionicfirebaseapp,Swift,4,8.0,10.0,12.0,12.0,12.0,12.0,12.0,12.0
Dart,HistoryOfEverything.csv,2d-inc,Dart,30,40.0,60.0,169.0,330.0,677.0,890.0,955.0,1020.0
Dart,HistoryOfEverything.csv,2d-inc,Java,1,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
Dart,HistoryOfEverything.csv,2d-inc,Objective-C,2,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
Dart,pilipala.csv,guozhigq,C++,8,29.0,39.0,59.0,115.0,163.0,182.0,191.0,201.0
Dart,pilipala.csv,guozhigq,Dart,419,22.0,80.0,143.0,276.0,398.0,473.0,668.0,891.0
Dart,pilipala.csv,guozhigq,Kotlin,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
Dart,pilipala.csv,guozhigq,Swift,4,11.0,12.0,18.0,28.0,31.0,33.0,33.0,34.0
Dart,Flutter-Responsive-Admin-Panel-or-Dashboard.csv,abuanwar072,C++,6,33.0,51.0,53.0,119.0,152.0,165.0,171.0,178.0
Dart,Flutter-Responsive-Admin-Panel-or-Dashboard.csv,abuanwar072,Dart,18,32.0,53.0,74.0,89.0,100.0,104.0,106.0,108.0
Dart,Flutter-Responsive-Admin-Panel-or-Dashboard.csv,abuanwar072,Kotlin,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
Dart,Flutter-Responsive-Admin-Panel-or-Dashboard.csv,abuanwar072,Swift,4,8.0,10.0,12.0,12.0,12.0,12.0,12.0,12.0
Dart,flutter.csv,flutter,C,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Dart,flutter.csv,flutter,C++,41,30.0,53.0,77.0,186.0,210.0,210.0,212.0,215.0
Dart,flutter.csv,flutter,Dart,5110,29.0,75.0,233.0,631.0,1118.0,1548.0,1932.0,2825.0
Dart,flutter.csv,flutter,Java,43,14.0,33.0,87.0,126.0,161.0,164.0,165.0,166.0
Dart,flutter.csv,flutter,JavaScript,8,8.0,18.0,103.0,213.0,299.0,333.0,350.0,367.0
Dart,flutter.csv,flutter,Kotlin,21,3.0,17.0,50.0,65.0,82.0,85.0,86.0,87.0
Dart,flutter.csv,flutter,Objective-C,51,9.0,22.0,40.0,68.0,98.0,109.0,114.0,128.0
Dart,flutter.csv,flutter,Ruby,4,20.0,21.0,72.0,163.0,193.0,205.0,211.0,217.0
Dart,flutter.csv,flutter,Swift,29,11.0,18.0,30.0,69.0,85.0,94.0,105.0,116.0
Dart,sdk.csv,dart-lang,C,7,5.0,46.0,114.0,148.0,154.0,157.0,158.0,159.0
Dart,sdk.csv,dart-lang,C++,649,65.0,172.0,545.0,1737.0,3129.0,4779.0,5707.0,7192.0
Dart,sdk.csv,dart-lang,Dart,22823,10.0,29.0,85.0,244.0,513.0,779.0,1070.0,1789.0
Dart,sdk.csv,dart-lang,Java,144,7.0,68.0,94.0,148.0,176.0,211.0,246.0,435.0
Dart,sdk.csv,dart-lang,JavaScript,26,7.0,150.0,579.0,1473.0,7376.0,10656.0,12023.0,13390.0
Dart,sdk.csv,dart-lang,Python,137,39.0,88.0,191.0,412.0,763.0,827.0,1107.0,1477.0
Dart,AppFlowy.csv,AppFlowy-IO,C++,19,38.0,53.0,71.0,96.0,189.0,210.0,221.0,231.0
Dart,AppFlowy.csv,AppFlowy-IO,Dart,1544,37.0,77.0,152.0,277.0,386.0,488.0,569.0,708.0
Dart,AppFlowy.csv,AppFlowy-IO,Java,3,23.0,42.0,51.0,56.0,58.0,58.0,59.0,59.0
Dart,AppFlowy.csv,AppFlowy-IO,JavaScript,22,19.0,35.0,56.0,71.0,89.0,93.0,95.0,97.0
Dart,AppFlowy.csv,AppFlowy-IO,Kotlin,6,4.0,4.0,19.0,25.0,25.0,25.0,25.0,25.0
Dart,AppFlowy.csv,AppFlowy-IO,Objective-C,2,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
Dart,AppFlowy.csv,AppFlowy-IO,Ruby,4,17.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0
Dart,AppFlowy.csv,AppFlowy-IO,Rust,725,15.0,54.0,131.0,267.0,415.0,496.0,617.0,781.0
Dart,AppFlowy.csv,AppFlowy-IO,Swift,10,12.0,16.0,20.0,68.0,72.0,73.0,74.0,75.0
Dart,AppFlowy.csv,AppFlowy-IO,TypeScript,1096,14.0,38.0,76.0,133.0,176.0,216.0,246.0,380.0
Dart,network_proxy_flutter.csv,wanghongenpin,C++,8,31.0,41.0,61.0,119.0,165.0,183.0,192.0,201.0
Dart,network_proxy_flutter.csv,wanghongenpin,Dart,176,46.0,123.0,232.0,404.0,497.0,539.0,582.0,636.0
Dart,network_proxy_flutter.csv,wanghongenpin,Java,6,39.0,81.0,146.0,171.0,177.0,179.0,180.0,181.0
Dart,network_proxy_flutter.csv,wanghongenpin,Kotlin,30,20.0,57.0,115.0,178.0,197.0,225.0,285.0,345.0
Dart,network_proxy_flutter.csv,wanghongenpin,Swift,29,13.0,63.0,117.0,152.0,194.0,231.0,248.0,266.0
Dart,fish-redux.csv,alibaba,Dart,155,13.0,27.0,77.0,145.0,241.0,356.0,382.0,404.0
Dart,flutter_boost.csv,alibaba,Dart,70,42.0,82.0,129.0,266.0,472.0,503.0,527.0,588.0
Dart,flutter_boost.csv,alibaba,Java,46,21.0,44.0,109.0,211.0,355.0,386.0,414.0,490.0
Dart,flutter_boost.csv,alibaba,JavaScript,2,487.0,581.0,676.0,733.0,752.0,759.0,763.0,767.0
Dart,flutter_boost.csv,alibaba,Kotlin,1,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
Dart,flutter_boost.csv,alibaba,Objective-C,15,27.0,43.0,111.0,209.0,316.0,387.0,422.0,458.0
Dart,flutter_boost.csv,alibaba,Ruby,1,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0
Dart,flutter_boost.csv,alibaba,Swift,43,15.0,34.0,66.0,146.0,164.0,171.0,186.0,223.0
Dart,flutter_boost.csv,alibaba,TypeScript,4,1.0,3.0,15.0,32.0,38.0,40.0,41.0,42.0
Dart,localsend.csv,localsend,C++,8,42.0,48.0,60.0,118.0,164.0,183.0,192.0,201.0
Dart,localsend.csv,localsend,Dart,317,30.0,66.0,182.0,1153.0,1166.0,1214.0,1231.0,1233.0
Dart,localsend.csv,localsend,JavaScript,1,134.0,134.0,134.0,134.0,134.0,134.0,134.0,134.0
Dart,localsend.csv,localsend,Kotlin,3,106.0,124.0,179.0,212.0,223.0,227.0,229.0,231.0
Dart,localsend.csv,localsend,Swift,10,19.0,34.0,45.0,111.0,166.0,188.0,199.0,210.0
Dart,spotube.csv,KRTirtho,C++,8,41.0,50.0,63.0,129.0,170.0,187.0,195.0,203.0
Dart,spotube.csv,KRTirtho,Dart,390,30.0,62.0,125.0,224.0,285.0,326.0,438.0,647.0
Dart,spotube.csv,KRTirtho,Java,1,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0
Dart,spotube.csv,KRTirtho,JavaScript,4,6.0,18.0,34.0,41.0,43.0,44.0,45.0,45.0
Dart,spotube.csv,KRTirtho,Kotlin,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
Dart,spotube.csv,KRTirtho,Python,1,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0
Dart,spotube.csv,KRTirtho,Swift,4,11.0,15.0,25.0,38.0,42.0,44.0,45.0,46.0
Dart,spotube.csv,KRTirtho,TypeScript,13,10.0,18.0,32.0,52.0,67.0,74.0,78.0,81.0
Dart,plugins.csv,flutter,C++,58,29.0,65.0,139.0,279.0,508.0,710.0,787.0,904.0
Dart,plugins.csv,flutter,Dart,911,22.0,65.0,157.0,379.0,688.0,924.0,1106.0,1338.0
Dart,plugins.csv,flutter,Java,336,17.0,49.0,103.0,193.0,310.0,397.0,686.0,817.0
Dart,plugins.csv,flutter,Objective-C,136,34.0,74.0,156.0,331.0,489.0,568.0,586.0,826.0
Dart,plugins.csv,flutter,Ruby,16,19.0,20.0,22.0,23.0,23.0,23.0,23.0,23.0
Dart,plugins.csv,flutter,Swift,24,11.0,49.0,80.0,154.0,221.0,234.0,236.0,239.0
Dart,dio.csv,cfug,C++,8,5.0,38.0,59.0,107.0,145.0,161.0,168.0,176.0
Dart,dio.csv,cfug,Dart,138,17.0,48.0,114.0,227.0,339.0,381.0,551.0,662.0
Dart,dio.csv,cfug,Java,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
Dart,dio.csv,cfug,Kotlin,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
Dart,dio.csv,cfug,Objective-C,2,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
Dart,dio.csv,cfug,Swift,4,7.0,10.0,12.0,12.0,12.0,12.0,12.0,12.0
Dart,ente.csv,ente-io,C++,8,47.0,51.0,79.0,158.0,204.0,223.0,232.0,241.0
Dart,ente.csv,ente-io,Dart,927,37.0,99.0,202.0,352.0,510.0,790.0,1328.0,1771.0
Dart,ente.csv,ente-io,Go,249,37.0,77.0,136.0,242.0,393.0,512.0,643.0,791.0
Dart,ente.csv,ente-io,JavaScript,23,2.0,14.0,34.0,44.0,51.0,90.0,115.0,140.0
Dart,ente.csv,ente-io,Kotlin,4,8.0,34.0,102.0,179.0,204.0,214.0,219.0,224.0
Dart,ente.csv,ente-io,Swift,5,17.0,17.0,44.0,46.0,46.0,46.0,46.0,46.0
Dart,ente.csv,ente-io,TypeScript,416,19.0,58.0,150.0,337.0,487.0,695.0,753.0,1062.0
Dart,revanced-manager.csv,ReVanced,Dart,87,35.0,67.0,133.0,268.0,423.0,515.0,558.0,581.0
Dart,revanced-manager.csv,ReVanced,Kotlin,5,21.0,29.0,58.0,243.0,305.0,330.0,342.0,354.0
Dart,flame.csv,flame-engine,Dart,1239,24.0,47.0,93.0,168.0,244.0,321.0,408.0,487.0
Dart,flame.csv,flame-engine,JavaScript,4,34.0,62.0,116.0,176.0,196.0,204.0,208.0,212.0
Dart,flame.csv,flame-engine,Python,6,59.0,146.0,219.0,382.0,460.0,491.0,507.0,522.0
Dart,flame.csv,flame-engine,TypeScript,4,14.0,18.0,35.0,59.0,67.0,70.0,71.0,73.0
Dart,keyviz.csv,mulaRahul,C++,8,30.0,41.0,59.0,115.0,163.0,182.0,191.0,201.0
Dart,keyviz.csv,mulaRahul,Dart,72,25.0,49.0,122.0,223.0,528.0,635.0,716.0,767.0
Dart,keyviz.csv,mulaRahul,Swift,4,8.0,14.0,20.0,20.0,20.0,20.0,20.0,20.0
Dart,Obtainium.csv,ImranR98,Dart,43,65.0,115.0,289.0,787.0,1034.0,1115.0,1250.0,1542.0
Dart,Obtainium.csv,ImranR98,JavaScript,1,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0
Dart,Obtainium.csv,ImranR98,Kotlin,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Dart,fl_chart.csv,imaNNeo,C++,8,7.0,40.0,59.0,115.0,163.0,182.0,191.0,201.0
Dart,fl_chart.csv,imaNNeo,Dart,163,34.0,111.0,277.0,1003.0,1331.0,1447.0,1894.0,2558.0
Dart,fl_chart.csv,imaNNeo,Kotlin,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
Dart,fl_chart.csv,imaNNeo,Swift,4,10.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0
Dart,flutterfire.csv,firebase,C++,29,29.0,52.0,234.0,1452.0,1852.0,2513.0,3205.0,3897.0
Dart,flutterfire.csv,firebase,Dart,678,22.0,52.0,119.0,273.0,388.0,553.0,724.0,1073.0
Dart,flutterfire.csv,firebase,Java,96,15.0,49.0,201.0,476.0,624.0,892.0,1333.0,2215.0
Dart,flutterfire.csv,firebase,JavaScript,4,17.0,29.0,41.0,42.0,42.0,42.0,42.0,42.0
Dart,flutterfire.csv,firebase,Kotlin,15,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Dart,flutterfire.csv,firebase,Objective-C,50,31.0,87.0,252.0,816.0,1109.0,1585.0,1835.0,2244.0
Dart,flutterfire.csv,firebase,Ruby,34,35.0,37.0,52.0,53.0,55.0,56.0,57.0,58.0
Dart,flutterfire.csv,firebase,Swift,9,8.0,12.0,48.0,137.0,141.0,143.0,144.0,145.0
Dart,flutterfire.csv,firebase,TypeScript,2,63.0,87.0,111.0,126.0,131.0,133.0,134.0,135.0
Dart,getx.csv,jonataslaw,C++,9,5.0,48.0,53.0,96.0,140.0,157.0,166.0,175.0
Dart,getx.csv,jonataslaw,Dart,216,11.0,34.0,113.0,256.0,372.0,494.0,566.0,659.0
Dart,getx.csv,jonataslaw,Java,1,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
Dart,getx.csv,jonataslaw,Kotlin,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
